epoch,train_loss,train_acc,val_loss,val_acc,learning_rate
1,0.20246530474692606,94.8593808190872,0.14905498475684983,97.11383895952068,0.001
2,0.07239645208893551,98.03097105923906,0.18270161715013825,95.57942422913926,0.001
3,0.059412879720086846,98.38537224137724,0.16665899038065124,95.8059330702908,0.001
4,0.05313152826404046,98.56557623229496,0.21262017639549916,93.86234107847436,0.001
5,0.04899138671082576,98.66769182714833,0.15979680437375693,95.68171854449803,0.001
6,0.04568741304649943,98.75298838284938,0.17874041574870259,94.62954844366506,0.001
7,0.04619005158624836,98.73256526387871,0.21455836431512953,92.53251497881047,0.0005
8,0.03178446445732931,99.1290140438977,0.1732474737042802,95.28715475668567,0.0005
9,0.029736390125590213,99.18427660111246,0.26438405630810463,90.39894782989917,0.0005
10,0.027107001490587458,99.19148476074916,0.29918313480615427,89.95323688440742,0.0005
11,0.027632477353006633,99.19028340080972,0.19727859265460942,93.4166301329826,0.0005
12,0.025957124921415206,99.24194187820613,0.2235301060382056,92.80286424083005,0.0005
13,0.0247701156133817,99.26837179687406,0.19763223019026288,95.44059622972381,0.00025
14,0.01818193196849713,99.43175674863946,0.30640770626203484,89.21525646646208,0.00025
15,0.015654654246303957,99.50624106488544,0.2820293174623959,89.82902235861464,0.00025
16,0.015423991859953247,99.51344922452216,0.19557711795493057,95.14102002045887,0.00025
17,0.014588761223550527,99.5518927425846,0.33946357143879574,88.88645330995178,0.00025
18,0.014296545872376547,99.52786554379557,0.20392417752462505,94.68069560134444,0.00025
19,0.012567104834784126,99.58793354076815,0.22430268340964754,93.48239076428467,0.000125
20,0.00988537471864005,99.69365321543988,0.22158852336896406,93.92079497296507,0.000125
