epoch,train_loss,train_acc,val_loss,val_acc,learning_rate
1,0.16774362625433176,95.9046144317126,0.6961201723047813,79.59318670415082,0.001
2,0.05492005103176221,98.56426138123258,0.7217021000922027,79.86604928063502,0.001
3,0.04661125159667799,98.80582223598637,0.7938116505589162,82.34661815776418,0.001
4,0.040612089339656265,98.96934035305048,0.799189477203683,78.4769307094427,0.001
5,0.038123271422975044,98.98792195726232,0.7743840472459428,81.27997354059865,0.001
6,0.035765674074712504,99.065964694952,0.7728054074759904,82.31354390606913,0.001
7,0.0356862593834988,99.05853205326727,0.7817059185582419,79.60145526707458,0.001
8,0.03338892570161371,99.12914214927223,0.5457677202177278,80.46138581114602,0.001
9,0.030404714167966005,99.18364818829359,0.7083778428472763,80.59368281792625,0.0005
10,0.0232112150446131,99.3868070610096,0.9403145098693698,82.44584091284935,0.0005
11,0.02224528908066484,99.40538866522144,0.9712741067067895,80.22986604928063,0.0005
12,0.019982541778445703,99.43635800557448,0.6813805887066136,82.28873821729783,0.0005
13,0.02002136856356264,99.46113347785692,0.7703818704900792,81.42053911030263,0.0005
14,0.017493662849896462,99.49334159182409,1.3133667130731588,78.38597651728129,0.0005
15,0.01746762885540785,99.5044905543512,0.9436671353860653,81.07325946750454,0.0005
16,0.016879458231685875,99.52431093217714,1.6215966937239048,75.57466512320158,0.00025
17,0.012404392161905631,99.6457107463611,1.2270639871533378,79.03919298825863,0.00025
18,0.010574738467931334,99.67048621864355,1.3757692790131648,77.62526872829503,0.00025
19,0.009765603544284894,99.6903065964695,1.4055744816640592,78.956507359021,0.00025
20,0.008804076042273918,99.74357386187674,1.439645100515071,80.20506036050935,0.00025
