epoch,train_loss,train_acc,val_loss,val_acc,learning_rate
1,0.2608412133728789,93.07175722918343,0.17592017492932208,96.88733011836914,0.001
2,0.15312355388955232,96.07035163805428,0.19221428938956103,96.14204296361245,0.001
3,0.12818976991425493,96.51605617559076,0.1544879881048898,97.36226801110624,0.001
4,0.11545924050983995,96.92692127488317,0.1412675372473395,97.18690632763408,0.001
5,0.10382687195213504,97.26089933805068,0.18533276391000608,95.87169370159287,0.001
6,0.09907449108779683,97.38944485157198,0.18717543934676584,96.4416191728774,0.001
7,0.09280094829102338,97.54682300364011,0.16022215140999782,96.93117053923717,0.001
8,0.08954374447714059,97.62611275964392,0.17031880745379796,97.16498611720006,0.001
9,0.0854823295425031,97.75706099304412,0.15777906746190518,97.2453602221248,0.0005
10,0.07442689931154721,98.04899145833083,0.26120327706894814,92.98553266111355,0.0005
11,0.07182907097171892,98.11386489506121,0.18599603252572977,95.15563349408154,0.0005
12,0.07141301132699934,98.13909345378968,0.23696470491018926,94.61493497004238,0.0005
13,0.06789376546462696,98.19675873088336,0.34124346686813817,89.48560572848166,0.0005
14,0.06672439233383463,98.17753697185213,0.21981797839146217,94.14730381411661,0.0005
15,0.06546687342256571,98.24241040858251,0.20819876014954566,94.61493497004238,0.00025
16,0.06082093253370938,98.36615048234601,0.21554350587407456,94.19114423498466,0.00025
17,0.059509563549700197,98.36735184228547,0.2024214294869865,95.17755370451556,0.00025
18,0.058837568203594356,98.42621847931859,0.3175798280563553,90.74236446003215,0.00025
19,0.058330381949855264,98.39738584077175,0.20707899768995813,95.30176823030834,0.00025
20,0.05688095977511987,98.42141303956079,0.24497060636901985,93.02937308198159,0.00025
