epoch,train_loss,train_acc,val_loss,val_acc,learning_rate
1,0.26375880167149557,92.83773741213162,0.1324382475359696,96.63011695906432,0.001
2,0.16117324571205785,96.03450166295092,0.1369518033146127,96.44736842105263,0.001
3,0.1416411987184282,96.45968105454236,0.10838760228427215,97.03216374269006,0.001
4,0.12711493568661872,96.71917449410962,0.14593057963501,96.16228070175438,0.001
5,0.11946143957678104,96.87389593460279,0.0916017932799932,97.40497076023392,0.001
6,0.11089814200471805,97.13948076946505,0.09424187609856234,97.5,0.001
7,0.10437539007532137,97.38557313938331,0.13107471987082858,96.81286549707602,0.001
8,0.10047660890345288,97.45866988292339,0.07903538917182623,97.94590643274854,0.001
9,0.09680792332836663,97.55856876576148,0.09987084862610726,97.5,0.001
10,0.09210179660930963,97.63532034647857,0.10866890753245104,97.52923976608187,0.001
11,0.08914493298846198,97.71207192719564,0.07310696608151927,98.00438596491227,0.001
12,0.08593550510450454,97.72425471778566,0.07561495682337782,98.17251461988305,0.001
13,0.08211350456367966,97.85582885615779,0.08522213994477501,97.82163742690058,0.001
14,0.08047675551006038,97.8680116467478,0.06778101542981986,98.12134502923976,0.001
15,0.07873616397303884,97.96791052958591,0.05971783733813562,98.31871345029239,0.001
16,0.07669932483452273,98.01055029665095,0.06381811804538505,98.42105263157895,0.001
17,0.07401926453905477,98.02395136629997,0.06948415949618636,98.20175438596492,0.001
18,0.07461335683540556,98.06049973807,0.06888756615101038,98.19444444444444,0.001
19,0.07110853309580506,98.12141369102007,0.061162983658114255,98.44298245614036,0.001
20,0.0693384123572663,98.18720076020614,0.0598492516165547,98.42836257309942,0.001
